0,0,0,0,0,0,0,0,0,0,0,0
3310479,0,0,0,0,0,0,0,0,0,0,0
6620958,0,0,0,0,0,0,0,0,0,0,0
9931437,0,0,0,0,0,0,0,0,0,0,0
13241916,0,0,0,0,0,0,0,0,0,0,0
16552395,0,0,0,0,0,0,0,0,0,0,0
19862874,0,0,0,0,0,0,0,0,0,0,0
23173353,0,0,0,0,0,0,0,0,0,0,0
26483832,0,0,0,0,0,0,0,0,0,0,0
29794311,0,0,0,0,0,0,0,0,0,0,0
33104790,0,0,0,0,0,0,0,0,0,0,0
36415269,0,0,0,0,0,0,0,0,0,0,0
39725748,0,0,0,0,0,0,0,0,0,0,0
43036227,0,0,0,0,0,0,0,0,0,0,0
46346706,0,0,0,0,0,0,0,0,0,0,0
49657185,0,0,0,0,0,0,0,0,0,0,0
52967664,0,0,0,0,0,0,0,0,0,0,0
56278143,0,0,0,0,0,0,0,0,0,0,0
59588622,0,0,0,0,0,0,0,0,0,0,0
62899101,0,0,0,0,0,0,0,0,0,0,0
66209580,0,0,0,0,0,0,0,0,0,0,0
69520059,0,0,0,0,0,0,0,0,0,0,0
72830538,0,0,0,0,0,0,0,0,0,0,0
76141017,0,0,0,0,0,0,0,0,0,0,0
79451496,0,0,0,0,0,0,0,0,0,0,0
82761975,0,0,0,0,0,0,0,0,0,0,0
86072454,0,0,0,0,0,0,0,0,0,0,0
89382933,0,0,0,0,0,0,0,0,0,0,0
92693412,0,0,0,0,0,0,0,0,0,0,0
96003891,0,0,0,0,0,0,0,0,0,0,0
99314370,0,0,0,0,0,0,0,0,0,0,0
102624849,0,0,0,0,0,0,0,0,0,0,0
105935328,0,0,0,0,0,0,0,0,0,0,0
109245807,0,0,0,0,0,0,0,0,0,0,0
112556286,0,0,0,0,0,0,0,0,0,0,0
115866765,0,0,0,0,0,0,0,0,0,0,0
119177244,0,0,0,0,0,0,0,0,0,0,0
122487723,0,0,0,0,0,0,0,0,0,0,0
125798202,0,0,0,0,0,0,0,0,0,0,0
129108681,0,0,0,0,0,0,0,0,0,0,0
132419160,0,0,0,0,0,0,0,0,0,0,0
135729639,0,0,0,0,0,0,0,0,0,0,0
139040118,0,0,0,0,0,0,0,0,0,0,0
142350597,0,0,0,0,0,0,0,0,0,0,0
145661076,0,0,0,0,0,0,0,0,0,0,0
148971555,0,0,0,0,0,0,0,0,0,0,0
152282034,0,0,0,0,0,0,0,0,0,0,0
155592513,0,0,0,0,0,0,0,0,0,0,0
158902992,0,0,0,0,0,0,0,0,0,0,0
162213471,0,0,0,0,0,0,0,0,0,0,0
165523950,1542,0,0,0,0,0,0,0,0,0,0
168834429,0,0,0,0,0,0,0,0,0,0,0
172144908,0,0,0,0,0,0,0,0,0,0,0
175455387,0,0,0,0,0,0,0,0,0,0,0
178765866,0,0,0,0,0,0,0,0,0,0,0
182076345,0,0,0,0,0,0,0,0,0,0,0
185386824,0,0,0,0,0,0,0,0,0,0,0
188697303,0,0,0,0,0,0,0,0,0,0,0
192007782,0,0,0,0,0,0,0,0,0,0,0
195318261,0,0,0,0,0,0,0,0,0,0,0
198628740,0,0,0,0,0,0,0,0,0,0,0
201939219,0,0,0,0,0,0,0,0,0,0,0
205249698,0,0,0,0,0,0,0,0,0,0,0
208560177,0,0,0,0,0,0,0,0,0,0,0
211870656,0,0,0,0,0,0,0,0,0,0,0
215181135,0,0,0,0,0,0,0,0,0,0,0
218491614,0,0,0,0,0,0,0,0,0,0,0
221802093,0,0,0,0,0,0,0,0,0,0,0
225112572,0,0,0,0,0,0,0,0,0,0,0
228423051,0,0,0,0,0,0,0,0,0,0,0
231733530,0,0,0,0,0,0,0,0,0,0,0
235044009,0,0,0,0,0,0,0,0,0,0,0
238354488,0,0,0,0,0,0,0,0,0,0,0
241664967,0,0,0,0,0,0,0,0,0,0,0
244975446,0,0,0,0,0,0,0,0,0,0,0
248285925,0,0,0,0,0,0,0,0,0,0,0
251596404,0,0,0,0,0,0,0,0,0,0,0
254906883,0,0,0,0,0,0,0,0,0,0,0
258217362,0,0,0,0,0,0,0,0,0,0,0
261527841,0,0,0,0,0,0,0,0,0,0,0
264838320,0,0,0,0,0,0,0,0,0,0,0
268148799,0,0,0,0,0,0,0,0,0,0,0
271459278,0,0,0,0,0,0,0,0,0,0,0
274769757,0,0,0,0,0,0,0,0,0,0,0
278080236,0,0,0,0,0,0,0,0,0,0,0
281390715,0,0,0,0,0,0,0,0,0,0,0
284701194,0,0,0,0,0,0,0,0,0,0,0
288011673,0,0,0,0,0,0,0,0,0,0,0
291322152,0,0,0,0,0,0,0,0,0,0,0
294632631,0,0,0,0,0,0,0,0,0,0,0
297943110,0,0,0,0,0,0,0,0,0,0,0
301253589,0,0,0,0,0,0,0,0,0,0,0
304564068,0,0,0,0,0,0,0,0,0,0,0
307874547,0,0,0,0,0,0,0,0,0,0,0
311185026,0,0,0,0,0,0,0,0,0,0,0
314495505,0,0,0,0,0,0,0,0,0,0,0
317805984,0,0,0,0,0,0,0,0,0,0,0
321116463,0,0,0,0,0,0,0,0,0,0,0
324426942,0,0,0,0,0,0,0,0,0,0,0
327737421,0,0,0,0,0,0,0,0,0,0,0
331047900,0,0,0,0,0,0,0,0,0,0,0
